TransactionID,CustomerID,Product,Brand,Amount,Quantity,Date,Platform,PaymentMethod
2484,750,Books,Apple,159000,4,2025-06-10,Website,COD
2485,436,Fashion,Apple,219000,1,2024-09-27,Tiki,Banking
2486,112,Travel,Zara,302000,2,2025-05-22,Website,MoMo
2487,537,Food,Apple,1808000,2,2025-04-09,Website,Banking
2488,996,Beauty,Xiaomi,123000,4,2024-10-09,Lazada,MoMo
2489,347,Books,Apple,56000,2,2025-03-03,Shopee,COD
2490,875,Electronics,Apple,1686000,3,2024-10-25,Website,MoMo
2491,622,Home,Zara,1124000,4,2024-09-26,Website,COD
2492,345,Travel,Samsung,794000,3,2024-12-18,Lazada,Banking
2493,594,Sports,Nike,1750000,1,2024-11-03,Lazada,COD
2494,181,Fashion,Samsung,623000,1,2025-08-04,Website,COD
2495,742,Sports,Xiaomi,748000,2,2024-11-13,Tiki,Banking
2496,636,Electronics,H&M,972000,2,2024-10-16,Tiki,COD
2497,803,Travel,Apple,1431000,1,2025-06-23,Lazada,ZaloPay
2498,346,Books,Xiaomi,1628000,4,2025-01-23,Shopee,Banking
2499,90,Travel,H&M,1428000,1,2024-08-26,Website,ZaloPay
2500,98,Food,Apple,1999000,1,2024-10-20,Website,Banking
2501,554,Sports,Zara,227000,4,2025-07-06,Shopee,MoMo
2502,321,Home,Samsung,1797000,2,2024-09-13,Tiki,COD
2503,15,Food,Xiaomi,941000,1,2024-09-24,Shopee,ZaloPay
2504,3,Books,H&M,1419000,4,2025-02-10,Website,MoMo
2505,643,Travel,Apple,142000,1,2024-08-27,Tiki,COD
2506,670,Electronics,Xiaomi,1345000,4,2025-07-09,Lazada,COD
2507,652,Fashion,Adidas,1574000,2,2025-04-15,Shopee,MoMo
2508,771,Beauty,Samsung,786000,2,2025-02-02,Tiki,ZaloPay
2509,798,Books,Apple,760000,3,2024-12-31,Shopee,COD
2510,746,Books,Nike,342000,2,2025-03-31,Website,ZaloPay
2511,887,Books,Samsung,1503000,3,2024-08-16,Shopee,Banking
2512,797,Home,Apple,844000,4,2025-05-26,Tiki,COD
2513,284,Home,Adidas,969000,4,2025-06-19,Tiki,COD
2514,89,Travel,Samsung,111000,3,2025-07-19,Shopee,Banking
2515,722,Fashion,Zara,173000,2,2024-08-11,Lazada,ZaloPay
2516,331,Travel,Zara,193000,2,2024-12-15,Shopee,MoMo
2517,858,Beauty,Adidas,1858000,2,2025-02-25,Shopee,ZaloPay
2518,861,Travel,H&M,1190000,4,2025-06-30,Website,MoMo
2519,368,Sports,H&M,1404000,3,2025-02-20,Tiki,Banking
2520,225,Electronics,Samsung,1808000,3,2025-02-13,Tiki,Banking
2521,709,Books,Apple,1802000,1,2025-04-28,Website,Banking
2522,66,Beauty,Apple,944000,2,2024-11-08,Website,COD
2523,118,Sports,H&M,950000,4,2025-01-31,Website,Banking
2524,923,Home,H&M,909000,2,2025-05-27,Shopee,Banking
2525,270,Fashion,Adidas,929000,4,2024-09-10,Tiki,COD
2526,932,Books,H&M,1941000,2,2025-05-09,Website,Banking
2527,166,Travel,Nike,1500000,4,2025-05-01,Lazada,COD
2528,650,Sports,Adidas,1245000,3,2025-02-09,Website,ZaloPay
2529,551,Sports,Apple,283000,4,2025-03-03,Lazada,COD
2530,264,Home,Zara,1117000,4,2024-09-24,Shopee,MoMo
2531,612,Fashion,Apple,815000,2,2025-02-26,Tiki,COD
2532,727,Beauty,Nike,344000,4,2024-08-27,Tiki,Banking
2533,440,Sports,Xiaomi,902000,1,2024-10-04,Tiki,MoMo
2534,613,Home,Zara,360000,3,2024-08-30,Lazada,ZaloPay
2535,640,Food,Samsung,729000,1,2025-01-08,Lazada,COD
2536,214,Fashion,Xiaomi,413000,3,2025-06-13,Lazada,Banking
2537,95,Electronics,Samsung,292000,2,2024-11-24,Tiki,ZaloPay
2538,615,Home,Nike,1687000,4,2025-02-24,Lazada,ZaloPay
2539,374,Electronics,Zara,1283000,4,2025-06-05,Shopee,ZaloPay
2540,305,Food,Apple,1747000,2,2025-03-05,Shopee,Banking
2541,294,Fashion,Samsung,1313000,4,2025-05-31,Lazada,ZaloPay
2542,678,Fashion,Nike,1367000,4,2024-12-25,Shopee,ZaloPay
2543,921,Home,Nike,1231000,3,2024-12-14,Lazada,ZaloPay
2544,862,Fashion,Nike,315000,2,2024-11-06,Lazada,COD
2545,431,Food,Zara,1606000,2,2024-12-25,Website,COD
2546,693,Home,Adidas,1439000,2,2025-01-18,Shopee,MoMo
2547,169,Books,Adidas,1688000,3,2025-02-05,Website,MoMo
2548,791,Fashion,Nike,1191000,2,2025-05-28,Lazada,ZaloPay
2549,909,Home,Apple,991000,1,2025-04-02,Lazada,Banking
2550,652,Home,Adidas,178000,3,2024-12-09,Lazada,Banking
2551,184,Fashion,Adidas,82000,4,2025-02-12,Tiki,ZaloPay
2552,490,Travel,Samsung,528000,4,2025-03-25,Website,Banking
2553,110,Electronics,Nike,1791000,2,2025-01-07,Tiki,ZaloPay
2554,82,Beauty,Apple,1973000,3,2024-11-03,Website,COD
2555,652,Books,Xiaomi,504000,1,2025-02-25,Shopee,Banking
2556,963,Food,Adidas,380000,2,2025-06-19,Lazada,Banking
2557,800,Books,Adidas,1347000,4,2025-01-02,Shopee,MoMo
2558,514,Fashion,Adidas,347000,2,2025-01-02,Lazada,MoMo
2559,948,Travel,H&M,738000,4,2025-01-03,Lazada,MoMo
2560,900,Books,Adidas,1976000,3,2025-02-24,Lazada,ZaloPay
2561,176,Travel,Apple,390000,4,2025-04-24,Lazada,COD
2562,475,Sports,Nike,205000,3,2024-08-16,Shopee,Banking
2563,981,Food,Apple,950000,3,2025-06-24,Lazada,COD
2564,142,Food,Nike,980000,3,2025-08-01,Shopee,COD
2565,663,Travel,Adidas,801000,2,2025-06-08,Website,MoMo
2566,603,Home,Adidas,381000,4,2025-05-28,Shopee,ZaloPay
2567,248,Home,Samsung,676000,1,2025-07-30,Lazada,COD
2568,597,Travel,Samsung,1050000,3,2024-10-20,Lazada,Banking
2569,782,Beauty,Xiaomi,1067000,4,2024-11-08,Website,ZaloPay
2570,341,Home,Adidas,53000,1,2025-06-16,Lazada,ZaloPay
2571,137,Sports,Apple,253000,1,2024-11-26,Website,MoMo
2572,580,Travel,Nike,886000,1,2025-03-10,Shopee,ZaloPay
2573,148,Books,Xiaomi,473000,4,2024-12-19,Website,MoMo
2574,600,Fashion,Adidas,1347000,1,2025-03-11,Website,Banking
2575,642,Electronics,Xiaomi,1377000,3,2025-04-24,Lazada,COD
2576,817,Sports,Adidas,201000,4,2025-01-24,Tiki,ZaloPay
2577,425,Electronics,Nike,1649000,4,2025-06-24,Shopee,MoMo
2578,916,Beauty,Zara,1641000,3,2025-06-05,Lazada,COD
2579,105,Food,Nike,140000,1,2025-02-21,Shopee,ZaloPay
2580,969,Food,Xiaomi,50000,3,2024-10-02,Tiki,COD
2581,506,Electronics,Apple,262000,3,2024-08-09,Tiki,MoMo
2582,912,Sports,Nike,1683000,4,2024-12-18,Lazada,MoMo
2583,296,Sports,Adidas,1266000,3,2024-12-17,Website,ZaloPay
2584,815,Travel,Nike,926000,3,2025-06-05,Website,COD
2585,187,Books,Xiaomi,1344000,4,2025-03-25,Tiki,COD
2586,633,Food,Samsung,368000,3,2025-03-13,Shopee,Banking
2587,934,Sports,H&M,1845000,4,2024-09-06,Lazada,ZaloPay
2588,159,Food,Xiaomi,1140000,1,2025-05-07,Website,MoMo
2589,59,Beauty,H&M,716000,2,2024-11-22,Tiki,ZaloPay
2590,150,Sports,Adidas,989000,3,2024-11-14,Lazada,Banking
2591,913,Home,Zara,1922000,2,2024-09-16,Shopee,Banking
2592,119,Books,Zara,1332000,1,2025-07-15,Website,Banking
2593,460,Books,Samsung,1984000,4,2024-11-11,Shopee,COD
2594,46,Sports,Nike,70000,4,2024-10-05,Lazada,Banking
2595,998,Travel,H&M,1272000,3,2024-10-03,Lazada,COD
2596,508,Books,Apple,1763000,1,2025-07-18,Website,COD
2597,902,Home,Samsung,258000,3,2025-04-25,Tiki,COD
2598,509,Food,Adidas,1392000,1,2025-06-02,Lazada,Banking
2599,84,Electronics,H&M,430000,2,2025-04-06,Tiki,MoMo
2600,127,Travel,Zara,768000,3,2025-06-20,Shopee,ZaloPay
2601,931,Beauty,Samsung,669000,4,2025-05-06,Website,MoMo
2602,220,Books,Samsung,924000,4,2025-01-07,Shopee,Banking
2603,43,Travel,Nike,292000,2,2024-12-12,Tiki,MoMo
2604,966,Books,Adidas,1388000,4,2025-04-22,Tiki,Banking
2605,261,Travel,Nike,905000,1,2025-07-29,Lazada,ZaloPay
2606,274,Travel,Adidas,1885000,1,2025-05-27,Tiki,MoMo
2607,894,Fashion,Xiaomi,1167000,2,2024-09-12,Tiki,Banking
2608,8,Home,Xiaomi,846000,2,2025-06-25,Website,ZaloPay
2609,814,Beauty,Apple,64000,4,2024-12-29,Lazada,COD
2610,478,Travel,Nike,923000,3,2024-11-13,Lazada,ZaloPay
2611,722,Books,Nike,1297000,4,2025-07-06,Shopee,Banking
2612,324,Books,Zara,1079000,3,2025-07-17,Tiki,COD
2613,31,Electronics,Samsung,977000,1,2024-12-03,Tiki,Banking
2614,905,Food,Samsung,774000,1,2025-06-13,Tiki,Banking
2615,197,Home,H&M,1686000,2,2025-04-28,Website,MoMo
2616,702,Sports,H&M,720000,1,2024-11-15,Lazada,Banking
2617,411,Beauty,Xiaomi,1272000,3,2024-09-23,Website,COD
2618,715,Home,Nike,1340000,4,2024-12-06,Lazada,COD
2619,882,Fashion,Xiaomi,222000,2,2024-11-19,Website,ZaloPay
2620,94,Books,Nike,397000,4,2025-03-22,Shopee,COD
2621,957,Beauty,Adidas,745000,3,2024-08-18,Tiki,Banking
2622,820,Beauty,Samsung,1646000,3,2025-04-21,Tiki,COD
2623,524,Home,Zara,86000,2,2025-05-03,Shopee,MoMo
2624,863,Beauty,Zara,450000,1,2025-01-06,Shopee,Banking
2625,394,Home,H&M,668000,3,2024-08-26,Lazada,ZaloPay
2626,489,Electronics,Apple,1466000,3,2025-08-02,Shopee,ZaloPay
2627,664,Beauty,H&M,995000,4,2025-07-04,Website,MoMo
2628,622,Food,Zara,187000,2,2025-02-19,Shopee,COD
2629,595,Sports,Xiaomi,1967000,3,2025-03-07,Lazada,MoMo
2630,69,Home,Zara,805000,4,2025-04-10,Shopee,ZaloPay
2631,448,Beauty,Zara,745000,4,2025-01-13,Lazada,Banking
2632,774,Electronics,H&M,913000,2,2025-03-25,Lazada,COD
2633,782,Electronics,Samsung,1618000,3,2025-05-14,Shopee,COD
2634,419,Electronics,Xiaomi,751000,3,2025-03-15,Tiki,Banking
2635,162,Beauty,H&M,1420000,4,2024-09-24,Lazada,COD
2636,363,Electronics,Apple,1182000,3,2024-09-20,Shopee,MoMo
2637,85,Home,H&M,1919000,1,2025-04-20,Lazada,COD
2638,529,Food,Adidas,1702000,1,2025-07-14,Tiki,Banking
2639,307,Books,Apple,1631000,3,2024-10-31,Shopee,ZaloPay
2640,727,Electronics,Zara,957000,1,2024-12-22,Tiki,MoMo
2641,964,Beauty,Apple,162000,4,2024-11-09,Shopee,ZaloPay
2642,385,Books,Apple,1262000,4,2025-02-20,Website,Banking
2643,386,Sports,Apple,681000,3,2025-04-17,Website,Banking
2644,401,Beauty,Apple,229000,4,2024-10-21,Shopee,ZaloPay
2645,779,Books,Adidas,890000,4,2024-12-02,Tiki,MoMo
2646,299,Books,Xiaomi,712000,3,2025-02-12,Website,Banking
2647,221,Fashion,Samsung,414000,2,2025-05-27,Website,MoMo
2648,766,Travel,H&M,238000,3,2025-08-03,Shopee,MoMo
2649,213,Food,Nike,1081000,3,2025-02-23,Tiki,MoMo
2650,248,Beauty,Samsung,403000,4,2024-12-27,Tiki,ZaloPay
2651,713,Travel,Adidas,1443000,3,2025-08-04,Tiki,MoMo
2652,465,Fashion,H&M,1666000,1,2025-02-09,Shopee,Banking
2653,414,Sports,Samsung,678000,3,2025-02-23,Tiki,ZaloPay
2654,633,Food,Adidas,1297000,1,2024-11-05,Website,COD
2655,236,Beauty,Xiaomi,1118000,1,2025-04-23,Website,COD
2656,721,Food,Samsung,724000,4,2024-12-01,Tiki,ZaloPay
2657,662,Beauty,Nike,132000,2,2025-03-13,Lazada,Banking
2658,271,Electronics,Samsung,715000,1,2024-09-09,Lazada,MoMo
2659,454,Home,H&M,602000,1,2025-02-05,Shopee,COD
2660,966,Travel,H&M,788000,2,2025-04-02,Website,ZaloPay
2661,693,Fashion,Adidas,896000,4,2024-11-13,Tiki,ZaloPay
2662,462,Electronics,Apple,121000,1,2025-01-25,Shopee,ZaloPay
2663,850,Food,Adidas,583000,1,2025-03-15,Tiki,COD
2664,587,Beauty,Samsung,1144000,4,2024-09-13,Website,ZaloPay
2665,117,Fashion,H&M,1775000,4,2024-08-16,Tiki,MoMo
2666,843,Sports,Nike,1964000,1,2025-06-26,Website,Banking
2667,787,Sports,Zara,113000,2,2024-11-21,Website,Banking
2668,533,Sports,Nike,719000,3,2025-06-28,Shopee,MoMo
2669,252,Food,Adidas,200000,4,2025-05-07,Website,ZaloPay
2670,634,Fashion,Zara,689000,3,2024-12-06,Website,Banking
2671,730,Beauty,Nike,62000,2,2024-10-05,Lazada,Banking
2672,268,Food,Xiaomi,273000,1,2025-03-22,Shopee,MoMo
2673,725,Food,Nike,1744000,1,2024-10-06,Tiki,MoMo
2674,917,Beauty,Xiaomi,600000,2,2025-01-24,Tiki,ZaloPay
2675,883,Books,H&M,78000,2,2025-07-27,Shopee,Banking
2676,889,Home,Nike,1079000,4,2024-11-02,Tiki,Banking
2677,111,Beauty,H&M,670000,4,2025-07-13,Lazada,ZaloPay
2678,91,Fashion,Samsung,1437000,2,2025-05-31,Shopee,MoMo
2679,638,Books,Apple,1518000,4,2025-07-20,Lazada,MoMo
2680,65,Food,Adidas,1377000,1,2025-07-29,Tiki,COD
2681,916,Fashion,Apple,1187000,4,2025-03-14,Website,ZaloPay
2682,99,Beauty,Adidas,234000,4,2025-02-12,Website,MoMo
2683,388,Electronics,Adidas,846000,3,2024-08-11,Lazada,COD
2684,296,Travel,Apple,1262000,1,2025-01-01,Website,COD
2685,602,Travel,Nike,626000,1,2025-01-21,Website,COD
2686,567,Books,H&M,133000,1,2025-04-17,Website,MoMo
2687,345,Food,Xiaomi,1904000,1,2025-05-15,Tiki,ZaloPay
2688,654,Electronics,Xiaomi,99000,1,2025-04-19,Tiki,MoMo
2689,858,Sports,Zara,53000,3,2024-12-03,Tiki,ZaloPay
2690,277,Beauty,Nike,269000,2,2025-02-25,Website,ZaloPay
2691,150,Beauty,Apple,1629000,2,2024-09-08,Website,Banking
2692,312,Sports,H&M,1807000,2,2024-10-28,Shopee,Banking
2693,688,Fashion,Apple,570000,4,2024-11-04,Website,MoMo
2694,585,Books,H&M,985000,2,2025-02-01,Tiki,COD
2695,174,Food,Adidas,977000,1,2024-09-06,Shopee,ZaloPay
2696,925,Electronics,H&M,1639000,1,2024-10-23,Tiki,MoMo
2697,562,Home,Xiaomi,402000,2,2024-12-06,Shopee,Banking
2698,775,Home,Apple,1721000,1,2025-02-23,Website,ZaloPay
2699,281,Books,Nike,1913000,4,2024-12-25,Shopee,ZaloPay
2700,959,Fashion,Xiaomi,1403000,1,2025-07-08,Tiki,ZaloPay
2701,857,Fashion,Adidas,1626000,1,2025-03-11,Website,MoMo
2702,124,Books,H&M,861000,3,2025-04-05,Tiki,Banking
2703,133,Travel,Zara,1217000,1,2024-12-18,Tiki,ZaloPay
2704,338,Beauty,Apple,94000,2,2025-02-12,Lazada,MoMo
2705,975,Books,Samsung,178000,3,2025-06-03,Tiki,ZaloPay
2706,493,Fashion,Nike,859000,4,2024-10-11,Shopee,MoMo
2707,534,Sports,Zara,391000,3,2025-07-25,Tiki,COD
2708,570,Travel,Zara,891000,1,2024-09-05,Shopee,MoMo
2709,157,Electronics,Zara,564000,2,2024-12-16,Website,ZaloPay
2710,179,Beauty,Samsung,1686000,4,2025-05-30,Shopee,MoMo
2711,582,Home,Zara,938000,4,2025-06-12,Shopee,ZaloPay
2712,700,Sports,Zara,1146000,3,2025-04-26,Tiki,MoMo
2713,48,Fashion,Apple,1818000,2,2024-10-15,Lazada,ZaloPay
2714,936,Home,Adidas,1775000,4,2024-09-16,Lazada,Banking
2715,943,Travel,Nike,1188000,2,2024-11-17,Tiki,COD
2716,863,Home,Zara,1137000,1,2025-03-23,Shopee,ZaloPay
2717,978,Home,Nike,1244000,4,2025-06-23,Shopee,ZaloPay
2718,321,Home,Zara,660000,1,2025-05-04,Shopee,ZaloPay
2719,362,Electronics,H&M,1515000,2,2025-07-01,Shopee,Banking
2720,469,Food,Samsung,1769000,1,2024-11-16,Tiki,MoMo
2721,362,Electronics,Adidas,816000,1,2024-10-17,Lazada,ZaloPay
2722,825,Electronics,Apple,1680000,1,2025-03-11,Website,MoMo
2723,490,Sports,Apple,108000,4,2025-02-08,Lazada,ZaloPay
2724,397,Books,Apple,1362000,1,2025-05-08,Tiki,MoMo
2725,847,Travel,Adidas,157000,2,2024-12-24,Tiki,MoMo
2726,661,Sports,Adidas,736000,4,2025-04-18,Shopee,COD
2727,407,Books,Xiaomi,1003000,3,2024-11-18,Website,ZaloPay
2728,634,Electronics,Adidas,1288000,3,2024-10-26,Tiki,MoMo
2729,554,Beauty,Adidas,521000,2,2024-10-21,Shopee,ZaloPay
2730,50,Beauty,Xiaomi,1906000,3,2025-06-26,Shopee,COD
2731,338,Electronics,Apple,1290000,4,2025-07-24,Shopee,COD
2732,151,Electronics,Xiaomi,675000,3,2025-07-11,Website,ZaloPay
2733,62,Food,Nike,385000,2,2024-09-18,Tiki,MoMo
2734,195,Home,Zara,1785000,2,2024-09-29,Lazada,MoMo
2735,995,Travel,Xiaomi,1176000,3,2025-06-30,Tiki,MoMo
2736,600,Sports,Samsung,776000,2,2024-09-03,Shopee,ZaloPay
2737,745,Books,Adidas,470000,2,2024-09-26,Website,Banking
2738,482,Beauty,Zara,704000,3,2025-06-03,Website,Banking
2739,786,Travel,Xiaomi,1450000,4,2025-04-13,Lazada,ZaloPay
2740,635,Food,H&M,932000,4,2025-05-15,Shopee,Banking
2741,274,Books,Apple,1728000,4,2025-07-07,Shopee,COD
2742,125,Sports,Samsung,1722000,3,2025-03-20,Website,Banking
2743,83,Sports,H&M,970000,3,2025-01-26,Shopee,Banking
2744,122,Travel,H&M,115000,2,2025-04-10,Tiki,Banking
2745,418,Fashion,Samsung,313000,1,2024-09-07,Lazada,MoMo
2746,697,Fashion,H&M,1860000,1,2025-02-02,Lazada,Banking
2747,362,Fashion,Xiaomi,1991000,3,2024-11-01,Tiki,MoMo
2748,260,Beauty,Nike,115000,3,2025-06-05,Website,ZaloPay
2749,188,Sports,Zara,999000,2,2024-10-25,Lazada,COD
2750,470,Travel,Nike,838000,4,2025-04-29,Shopee,MoMo
2751,637,Food,H&M,328000,4,2024-12-08,Tiki,MoMo
2752,511,Food,Adidas,658000,1,2025-04-21,Shopee,MoMo
2753,361,Sports,Nike,781000,1,2024-10-16,Website,MoMo
2754,760,Fashion,Zara,1529000,4,2025-05-04,Website,ZaloPay
2755,514,Fashion,Xiaomi,385000,2,2024-11-27,Website,MoMo
2756,239,Sports,Adidas,53000,4,2025-07-09,Website,COD
2757,685,Food,Samsung,321000,3,2024-10-08,Tiki,ZaloPay
2758,398,Electronics,Xiaomi,1517000,1,2024-10-02,Tiki,COD
2759,511,Travel,Nike,148000,4,2025-07-27,Shopee,MoMo
2760,957,Fashion,Samsung,594000,4,2024-09-02,Tiki,MoMo
2761,218,Food,Samsung,1490000,1,2024-12-06,Lazada,MoMo
2762,585,Home,Nike,835000,2,2025-07-05,Lazada,Banking
2763,129,Beauty,Zara,84000,2,2024-08-31,Lazada,MoMo
2764,225,Books,Apple,668000,3,2025-05-03,Website,Banking
2765,428,Beauty,Zara,1582000,4,2024-09-05,Shopee,ZaloPay
2766,440,Electronics,Zara,686000,2,2024-12-23,Lazada,ZaloPay
2767,828,Beauty,Apple,256000,2,2024-12-13,Lazada,Banking
2768,72,Books,Zara,1684000,2,2025-06-19,Website,Banking
2769,577,Food,Adidas,1233000,3,2024-12-30,Tiki,COD
2770,694,Beauty,H&M,369000,2,2024-08-25,Lazada,MoMo
2771,22,Food,Zara,1900000,1,2024-09-17,Shopee,ZaloPay
2772,304,Food,Nike,746000,2,2025-05-27,Lazada,Banking
2773,129,Fashion,Nike,1896000,3,2024-11-07,Lazada,COD
2774,130,Travel,Xiaomi,1590000,1,2025-05-12,Website,COD
2775,14,Travel,Nike,380000,3,2025-07-24,Shopee,MoMo
2776,279,Fashion,Xiaomi,634000,4,2025-05-04,Website,Banking
2777,292,Food,Samsung,687000,1,2025-02-21,Website,Banking
2778,1,Food,Nike,379000,2,2025-05-12,Tiki,COD
2779,445,Home,Xiaomi,1016000,2,2025-05-30,Tiki,COD
2780,936,Electronics,H&M,928000,2,2025-08-01,Lazada,ZaloPay
2781,146,Travel,Zara,1608000,1,2025-02-12,Website,MoMo
2782,960,Home,Apple,790000,1,2025-07-23,Shopee,COD
2783,493,Fashion,Nike,621000,4,2025-04-18,Shopee,COD
2784,613,Travel,Xiaomi,322000,4,2025-02-04,Website,ZaloPay
2785,928,Travel,Samsung,1146000,3,2024-09-11,Website,ZaloPay
2786,679,Sports,Zara,1675000,1,2025-04-26,Website,ZaloPay
2787,852,Beauty,Adidas,460000,1,2025-07-21,Website,ZaloPay
2788,795,Books,Apple,551000,1,2024-10-28,Website,Banking
2789,720,Fashion,Zara,575000,1,2024-12-13,Lazada,MoMo
2790,371,Travel,H&M,300000,4,2025-04-24,Shopee,Banking
2791,73,Books,Xiaomi,359000,3,2024-12-26,Website,ZaloPay
2792,994,Fashion,Nike,722000,3,2024-12-28,Website,ZaloPay
2793,18,Electronics,Samsung,1681000,4,2024-12-30,Website,COD
2794,330,Food,Nike,567000,2,2024-10-10,Shopee,MoMo
2795,312,Sports,Apple,1213000,2,2024-12-27,Website,COD
2796,357,Home,Apple,1680000,4,2024-08-24,Website,ZaloPay
2797,26,Beauty,Samsung,1387000,1,2025-05-09,Tiki,Banking
2798,616,Electronics,Nike,389000,4,2025-01-14,Lazada,COD
2799,105,Food,Samsung,1731000,2,2025-04-29,Lazada,Banking
2800,170,Electronics,Zara,558000,2,2025-07-22,Lazada,Banking
2801,504,Electronics,Apple,1444000,3,2025-03-18,Lazada,COD
2802,355,Beauty,Adidas,832000,4,2024-11-11,Lazada,ZaloPay
2803,115,Electronics,Nike,1262000,4,2025-08-04,Lazada,ZaloPay
2804,302,Beauty,Zara,363000,4,2025-05-11,Shopee,MoMo
2805,767,Books,H&M,1409000,2,2024-11-10,Lazada,MoMo
2806,924,Travel,Zara,1432000,2,2025-08-02,Tiki,Banking
2807,683,Beauty,Apple,475000,2,2024-11-25,Lazada,Banking
2808,741,Books,Xiaomi,75000,4,2025-06-04,Lazada,COD
2809,572,Books,H&M,689000,1,2024-12-20,Lazada,Banking
2810,658,Electronics,H&M,1907000,2,2024-12-21,Lazada,Banking
2811,77,Electronics,Zara,211000,1,2024-09-04,Lazada,COD
2812,1000,Fashion,Adidas,1674000,2,2025-02-28,Website,MoMo
2813,673,Books,Samsung,1772000,2,2025-04-20,Lazada,COD
2814,210,Sports,Zara,624000,1,2025-02-05,Shopee,COD
2815,28,Electronics,Adidas,1592000,3,2025-05-20,Shopee,MoMo
2816,149,Home,Xiaomi,1790000,3,2024-12-16,Shopee,COD
2817,177,Travel,Apple,250000,2,2025-01-08,Website,ZaloPay
2818,715,Books,Adidas,679000,2,2024-08-20,Shopee,Banking
2819,173,Sports,Nike,442000,3,2025-07-19,Shopee,Banking
2820,377,Books,Nike,1629000,4,2025-02-15,Lazada,MoMo
2821,724,Food,Samsung,146000,1,2024-09-14,Tiki,Banking
2822,213,Fashion,Samsung,578000,2,2024-11-26,Lazada,COD
2823,500,Sports,Nike,1665000,4,2024-10-02,Tiki,COD
2824,901,Sports,Nike,52000,4,2025-06-30,Website,COD
2825,50,Food,H&M,94000,4,2025-07-31,Lazada,Banking
2826,227,Food,Adidas,722000,4,2024-10-27,Shopee,MoMo
2827,208,Home,Xiaomi,323000,4,2025-01-19,Tiki,ZaloPay
2828,624,Travel,Apple,827000,1,2024-12-24,Tiki,COD
2829,349,Sports,Apple,122000,1,2025-05-04,Lazada,Banking
2830,554,Books,H&M,986000,4,2025-03-24,Shopee,COD
2831,707,Electronics,Nike,615000,4,2024-12-06,Lazada,MoMo
2832,573,Beauty,Xiaomi,1717000,4,2024-09-21,Shopee,MoMo
2833,748,Travel,Adidas,314000,3,2025-07-09,Tiki,ZaloPay
2834,217,Sports,H&M,656000,4,2025-05-07,Shopee,Banking
2835,839,Electronics,H&M,297000,4,2025-04-13,Lazada,MoMo
2836,353,Beauty,Zara,772000,4,2025-02-13,Tiki,MoMo
2837,340,Travel,Nike,1962000,2,2025-07-31,Tiki,MoMo
2838,458,Sports,Samsung,1927000,1,2025-06-05,Tiki,Banking
2839,709,Fashion,Samsung,1692000,1,2024-08-16,Website,Banking
2840,560,Food,Nike,1681000,3,2025-05-20,Shopee,MoMo
2841,216,Travel,Adidas,1906000,3,2025-07-25,Website,ZaloPay
2842,463,Electronics,H&M,1957000,1,2025-03-30,Tiki,COD
2843,167,Fashion,H&M,1440000,2,2024-10-30,Lazada,Banking
2844,212,Food,Xiaomi,168000,1,2024-11-14,Shopee,COD
2845,761,Food,Nike,381000,1,2024-12-30,Website,MoMo
2846,274,Fashion,Xiaomi,287000,2,2024-10-18,Shopee,COD
2847,718,Home,H&M,968000,3,2025-03-24,Lazada,Banking
2848,423,Home,Nike,472000,3,2024-10-14,Tiki,MoMo
2849,52,Books,Apple,1817000,3,2025-03-04,Website,MoMo
2850,342,Travel,Zara,570000,2,2025-03-26,Shopee,Banking
2851,116,Fashion,Xiaomi,1281000,1,2025-01-21,Tiki,Banking
2852,66,Food,Nike,1205000,4,2025-01-06,Shopee,Banking
2853,611,Beauty,Samsung,1765000,3,2025-04-27,Tiki,Banking
2854,625,Electronics,Samsung,1157000,4,2025-08-05,Shopee,COD
2855,555,Food,Samsung,819000,2,2024-08-24,Tiki,MoMo
2856,742,Sports,Nike,644000,3,2025-03-19,Tiki,ZaloPay
2857,927,Travel,H&M,1503000,2,2025-06-04,Website,ZaloPay
2858,624,Electronics,Samsung,1908000,2,2025-06-24,Lazada,COD
2859,251,Beauty,Samsung,1081000,2,2024-12-07,Website,MoMo
2860,971,Home,Samsung,1525000,2,2025-04-23,Tiki,COD
2861,403,Food,H&M,1909000,2,2025-04-16,Website,Banking
2862,513,Food,Nike,858000,4,2024-11-16,Shopee,MoMo
2863,375,Sports,Samsung,1977000,2,2025-06-04,Lazada,Banking
2864,990,Travel,Nike,1487000,1,2025-07-14,Lazada,Banking
2865,448,Sports,Zara,126000,2,2025-02-05,Tiki,ZaloPay
2866,935,Beauty,Samsung,478000,4,2025-01-09,Tiki,COD
2867,463,Home,Xiaomi,1329000,1,2024-12-24,Website,COD
2868,101,Books,Adidas,732000,3,2025-07-30,Lazada,Banking
2869,867,Books,Adidas,397000,1,2025-07-16,Shopee,ZaloPay
2870,72,Electronics,Samsung,1395000,1,2025-07-18,Lazada,Banking
2871,289,Home,Apple,1068000,3,2024-11-09,Shopee,ZaloPay
2872,879,Food,Adidas,236000,3,2025-03-28,Lazada,ZaloPay
2873,316,Home,Xiaomi,942000,3,2025-01-25,Shopee,Banking
2874,370,Home,H&M,291000,3,2025-05-26,Shopee,COD
2875,18,Home,Samsung,58000,3,2024-10-12,Website,COD
2876,340,Fashion,Xiaomi,1712000,1,2025-07-19,Lazada,MoMo
2877,702,Fashion,Xiaomi,1199000,3,2024-09-10,Website,ZaloPay
